id,type,model,status,date,front,oblast,raion,town,lat,lon,tags
21702,Anti-aircraft systems,72V6 combat vehicle (for 96K6 'Pantsir-S1'),Destroyed,2023-11-17,South Ukraine,Kherson oblast,Kakhovka raion,Chaplynka,46.338667,33.503083,
21703,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,2023-11-19,South Ukraine,Kherson oblast,Kherson raion,Krynky,46.699086,33.079795,-937
21704,Transport,KamAZ 8x8,Destroyed,2023-11-20,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.112139,37.800694,
21708,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-02-11,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.0687015,37.6431283,
21709,Transport,Ural-4320,Destroyed,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.06893862406216,37.643854287153765,
21710,Transport,Unknown truck,Destroyed,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.06893862406216,37.643854287153765,
21712,Tanks,Unknown tank,Destroyed,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.065686101298205,37.63606295712738,-941
21713,Tanks,T-72B,Destroyed,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.06603,37.6355,-957
21714,Infantry fighting vehicles,BMP-1(P),Abandoned,2023-06-11,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.0661889,37.636215,-956
21715,Tanks,T-80BVM,Abandoned,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.06670732,37.63451092,-956
21716,Infantry fighting vehicles,BMP-1(P),Destroyed,2023-03-22,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.07189721083995,37.63783357263483,-941
21719,Infantry fighting vehicles,Unknown IFV,Destroyed,2023-08-31,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.41,35.810944,-941
21721,Transport,KamAZ 6x6,Destroyed,2023-11-19,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Kreminna,49.039182,38.143023,
21722,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-11-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.120583,37.793472,
21723,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,2023-10-31,East Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut,,,"-941,-944,-957"
21724,Infantry mobility vehicles,Iveco LMV,Destroyed,2023-10-10,,,,,,,
21725,Transport,Ural-43206,Damaged,2023-11-14,East Ukraine,Luhansk oblast,,,,,
21726,Infantry fighting vehicles,BMP-1(P),Destroyed,2023-11-01,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.103806,37.620194,-941
21728,Tanks,T-72B,Abandoned,2023-11-18,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.1055553,37.6321341,"-947,-948,-957,-956"
21729,Engineering,BTS-4A armoured recovery vehicle,Abandoned,2023-11-18,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.10440113,37.63204809,"-957,-956"
21731,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,2023-04-07,East Ukraine,Donetsk oblast,,,,,"-941,-944,-937"
21734,Tanks,T-80BV,Destroyed,2023-11-20,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,,,-941
21735,Transport,ZiL-131,Destroyed,2022-06-24,East Ukraine,Kharkiv oblast,Izium raion,Izium,49.221104,37.26803,-950
21736,"Radars, jammers",64L6 'Gamma-S1' early warning radar,Damaged,2023-11-18,Central Russia,Kursk oblast,Dmitriyev raion,Staryi Gorod,52.106259,35.058875,
21738,Transport,KamAZ 6x6,Destroyed,2023-11-20,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,
21739,Transport,KamAZ 6x6,Destroyed,2023-11-20,South Ukraine,Kherson oblast,,,,,
21740,Infantry fighting vehicles,BMP-2(K),Captured,2023-05-11,,,,,,,"-937,-956"
21743,Infantry fighting vehicles,BTR-82A(M),Destroyed,2024-12-14,East Ukraine,Zaporizhzhia oblast,Polohy raion,Robotyne,47.430889,35.822556,"-937,-931"
21744,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-06,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.430297,35.811767,
21745,Tanks,Unknown tank,Destroyed,2023-11-06,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.430366,35.810588,-941
21749,Rocket and missile artillery,122mm BM-21PD (for DP-62 'Damba'),Destroyed,2022-07-01,South Ukraine,Odesa oblast,,Zmiinyi island,45.25725,30.20457,
21750,Transport,MAZ-500 tanker,Captured,2022-12-20,South Ukraine,Odesa oblast,,Zmiinyi island,45.255424,30.205088,
21751,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Damaged,2023-10-31,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,-937
21754,Anti-aircraft systems,MT-LB with ZU-23 AA gun,Captured,2022-11-30,East Ukraine,Kharkiv oblast,Izium raion,Izium,49.15487,37.28134,
21755,Transport,Ural-4320,Captured,2022-11-30,East Ukraine,Kharkiv oblast,Izium raion,Izium,49.155062,37.282018,"-937,-938"
21756,Transport,Ural-4320 tanker,Captured,2022-11-30,East Ukraine,Kharkiv oblast,Izium raion,Izium,,,-937
21757,Tanks,T-72B Obr. 1989,Destroyed,2023-10-30,East Ukraine,Kharkiv oblast,Kupiansk raion,,,,
21758,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,2022-10-01,East Ukraine,Kharkiv oblast,Izium raion,Izium,49.15546,37.2818,
21759,"Ambulances, medical vehicles",AS-4350 medical vehicle,Destroyed,2022-10-01,East Ukraine,Kharkiv oblast,Izium raion,Izium,49.1555,37.28177,-950
21762,Transport,KamAZ 6x6,Destroyed,2023-11-23,East Ukraine,Kharkiv oblast,Kupiansk raion,Pershotravneve,49.739799,37.907343,
21763,Infantry fighting vehicles,MT-LB,Destroyed,2023-12-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,,,"-941,-938,-951,-955"
21765,Tanks,Unknown T-80 Obr. 2022 variant,Destroyed,2023-11-22,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,,,-941
21769,Infantry fighting vehicles,MT-LB,Destroyed,2023-11-10,East Ukraine,Kharkiv oblast,Kupiansk raion,,,,-937
21770,Tanks,T-64BV,Destroyed,2024-02-23,East Ukraine,Donetsk oblast,Pokrovsk raion,Sieverne,,,"-937,-948"
21771,Infantry fighting vehicles,'Plastun-SN',Destroyed,2023-11-22,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,-954
21773,Rocket and missile artillery,122mm 9P138 (for 9K55 'Grad-1'),Destroyed,2023-11-08,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,
21774,Tanks,T-72B3,Destroyed,2023-10-12,East Ukraine,Zaporizhzhia oblast,Polohy raion,Chystopillia,47.392316,35.680182,-941
21778,Transport,Ural-4320,Destroyed,2023-10-03,East Ukraine,,,,,,
21779,Transport,Ural-4320,Destroyed,2023-10-03,East Ukraine,,,,,,
21780,Transport,ZiL-131,Destroyed,2023-11-11,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,-944
21781,Infantry fighting vehicles,BMD-4M,Damaged,2023-11-24,South Ukraine,Kherson oblast,Kherson raion,Krynky,46.719306,33.082056,-938
21782,Infantry fighting vehicles,BMP-1 or 2,Destroyed,2023-11-23,East Ukraine,Kharkiv oblast,Kupiansk raion,Pershotravneve,49.73865,37.88995,
21783,Tanks,T-72B Obr. 2022,Destroyed,2023-11-23,East Ukraine,Donetsk oblast,Bakhmut raion,Zelenopillia,48.485441,37.966527,-957
21784,Tanks,T-72B3 Obr. 2016,Destroyed,2023-11-23,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.42302,35.83159,-941
21785,Engineering,TMM-3M2 bridge layer,Destroyed,2023-11-23,East Ukraine,Luhansk oblast,Svatove raion,Raihorodka,49.371298,37.972812,"-937,-947,-938"
21786,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2023-11-13,East Ukraine,Donetsk oblast,Bakhmut raion,Klynove,48.550505,38.131083,
21790,Tanks,T-80BV,Destroyed,2023-11-23,East Ukraine,Donetsk oblast,,,,,"-941,-948"
21792,Infantry fighting vehicles,BTR-82A(M),Damaged,2023-11-19,South Ukraine,Kherson oblast,Kakhovka raion,Korsunka,46.753265,33.198716,
21793,Infantry fighting vehicles,BTR-82AT,Damaged,2023-11-20,East Ukraine,Luhansk oblast,Svatove raion,Makiivka,,,
21794,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2023-05-05,East Ukraine,Luhansk oblast,,,,,-954
21795,Infantry fighting vehicles,BMP-1(P),Abandoned,2023-09-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.07022835766861,37.62902516931447,-956
21798,Tanks,T-80BV,Destroyed,2023-10-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.109903,37.662118,"-937,-957"
21804,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-24,South Ukraine,Kherson oblast,Kherson raion,Krynky,46.722944,33.075806,
21805,Tanks,T-90M 'Proryv',Destroyed,2023-11-24,South Ukraine,Kherson oblast,Kherson raion,Krynky,46.727778,33.076056,-957
21806,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-25,South Ukraine,Kherson oblast,Kherson raion,Krynky,46.749083,33.129,
21807,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.19716762,37.68641674,-951
21808,Infantry fighting vehicles,BTR-82A(M),Abandoned,2023-11-25,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.197133,37.686468,-956
21809,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,2023-11-26,South Ukraine,Kherson oblast,Kherson raion,Kozachi Laheri,46.699556,32.94925,-937
21810,Infantry fighting vehicles,BMP-2(K),Destroyed,2022-03-30,South Ukraine,Kherson oblast,Beryslav raion,Kniazivka,47.524395,33.538846,"-941,-944"
21811,Rocket and missile artillery,122mm 2B26 BM-21 (for 9K51 'Grad'),Destroyed,2023-11-24,South Ukraine,Kherson oblast,Kherson raion,Kostohryzove,46.504917,32.802765,
21812,Tanks,T-72B,Destroyed,2023-11-08,East Ukraine,Donetsk oblast,Pokrovsk raion,Verkhnotoretske,48.234556,37.8505,-941
21813,Tanks,T-62M Obr. 2022,Damaged,2023-11-24,South Ukraine,Kherson oblast,Kherson raion,Krynky,,,-937
21814,Tanks,T-72B,Destroyed,2022-05-21,East Ukraine,,,,,,-941
21815,Infantry fighting vehicles,MT-LB,Destroyed,2022-05-21,East Ukraine,,,,,,
21820,Tanks,T-80BV,Destroyed,2023-02-28,East Ukraine,Luhansk oblast,,,,,"-941,-944"
21825,Infantry fighting vehicles,BTR-MDM 'Rakushka',Destroyed,2023-11-17,East Ukraine,Donetsk oblast,Bakhmut raion,Berkhivka,48.632128,37.95652,"-947,-938"
21828,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,2023-11-25,,,,,,,"-941,-944,-954"
21831,Infantry mobility vehicles,AMN-233114 'Tigr-M',Destroyed,2023-11-26,East Ukraine,Donetsk oblast,Volnovakha raion,Zachativka,47.469472,37.21125,-954
21832,Transport,MAZ-531605 tanker,Destroyed,2023-11-21,South Ukraine,Kherson oblast,,,,,
21834,Tanks,T-72B3 Obr. 2016,Destroyed,2023-08-31,,,,,,,"-941,-944"
21837,Tanks,T-80BV,Destroyed,2023-11-26,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.118139,37.78925,
21840,Infantry fighting vehicles,MT-LB,Destroyed,2023-11-03,East Ukraine,Donetsk oblast,Bakhmut raion,Kodema,48.467083,38.097583,
21841,Tanks,T-80BV,Destroyed,2023-11-23,East Ukraine,Zaporizhzhia oblast,,,,,"-941,-944,-937,-948"
21842,Transport,KamAZ 6x6,Destroyed,2023-09-06,East Ukraine,Luhansk oblast,Sievierodonetsk raion,,,,
21843,Transport,KamAZ 6x6,Destroyed,2023-03-17,East Ukraine,,,,,,
21844,Self-propelled artillery,240mm 2S4 'Tyulpan',Destroyed,2023-11-27,East Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut,,,-944
21846,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.19709928,37.68610351,-941
21849,Tanks,T-80BV,Abandoned,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.119634,37.793546,"-957,-956"
21850,Tanks,T-80BV,Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.11992,37.793569,-957
21851,Transport,KamAZ 4x4,Destroyed,2023-03-15,South Ukraine,,,,,,-938
21853,Self-propelled artillery,152mm 2S5 'Giatsint-S',Damaged,2023-11-27,East Ukraine,Luhansk oblast,Svatove raion,Verkhnia Duvanka,49.698806,38.053556,
21854,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,2023-11-27,East Ukraine,Kharkiv oblast,Kupiansk raion,Tokarivka,49.796472,37.885806,
21855,Infantry fighting vehicles,BMP-3,Destroyed,2023-11-27,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.42775,35.8418,
21857,Transport,KamAZ 6x6,Destroyed,2023-11-26,East Ukraine,Luhansk oblast,,,,,
21859,Transport,ZiL-131,Destroyed,2023-10-22,,,,,,,-950
21862,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),Destroyed,2023-11-27,East Ukraine,Luhansk oblast,,,,,-957
21863,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Damaged,2023-10-30,East Ukraine,Luhansk oblast,Svatove raion,Zmiivka,49.429915,38.053425,
21864,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-11-27,East Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka,48.11794,37.79941,
21866,Transport,Ural-4320,Destroyed,2022-09-18,South Ukraine,Kherson oblast,Beryslav raion,Bilohirka,47.193917,33.124833,"-937,-950,-933"
21867,Transport,KamAZ 6x6,Destroyed,2022-09-18,South Ukraine,Kherson oblast,Beryslav raion,Bilohirka,47.19297,33.125399,
21868,Transport,ZiL-131,Destroyed,2023-10-22,,,,,,,-950
21869,Transport,KamAZ 6x6,Destroyed,2023-11-02,South Ukraine,Kherson oblast,Kherson raion,Krynky,,,-938
21872,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,2023-09-23,East Ukraine,,,,,,"-941,-944"
21873,Infantry fighting vehicles,BMP-2M 'Berezhok',Destroyed,2023-09-30,East Ukraine,Kharkiv oblast,Kupiansk raion,Nova Tarasivka,,,
21874,Tanks,T-72B3 Obr. 2016,Destroyed,2023-05-31,East Ukraine,Kharkiv oblast,Kupiansk raion,Nova Tarasivka,,,-941
21875,Transport,KamAZ 6x6 tanker,Destroyed,2023-09-21,East Ukraine,,,,,,
21876,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,2023-11-28,East Ukraine,Donetsk oblast,,,,,-941
21878,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,2023-10-31,,,,,,,-941
21879,Infantry fighting vehicles,BTR-82A(M),Damaged,2023-11-28,East Ukraine,Zaporizhzhia oblast,Polohy raion,Kopani ,47.45422,35.7708,
21881,Infantry fighting vehicles,BMP-1(P),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.1128075,37.6849679,
21882,Anti-aircraft systems,9A34M/35M TELAR (for 9K35 'Strela-10'),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,48.061327,37.701844,
21883,Infantry fighting vehicles,BMP-1(P),Destroyed,2023-02-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.073639,37.642056,-941
21884,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-02-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Pervomaiske ,48.073639,37.642056,-941
21886,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Krasnohorivka ,48.209584220093255,37.70968134657232,
21887,Tanks,T-62M Obr. 2022,Destroyed,2023-08-25,East Ukraine,Donetsk oblast,Volnovakha raion,,,,-957
21888,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),Destroyed,2023-11-30,South Ukraine,Kherson oblast,Kherson raion,Kozachi Laheri,46.68793,33.02266,"-941,-944"
21890,Transport,KamAZ 6x6,Destroyed,2023-11-29,South Ukraine,Kherson oblast,,,,,
21891,Anti-aircraft systems,9A331 TLAR (for 9K331 'Tor-M1'),Damaged,2023-11-29,East Ukraine,Zaporizhzhia oblast,Vasylivka raion,Burchak,47.360548,35.307219,
21894,Other,PAK-200(M) mobile field kitchen based on KamAZ 6x6,Destroyed,2023-08-29,,,,,,,-950
21895,"Command posts, communication",MPUS-K mobile command post,Destroyed,2023-11-29,South Ukraine,Kherson oblast,Kherson raion,Nova Maiachka,46.60737,33.24981,-950
21896,Anti-aircraft systems,9A317M TELAR (for 9K317M 'Buk-M3'),Destroyed,2023-11-29,South Ukraine,Kherson oblast,,,,,
21897,Transport,Ural-4320,Destroyed,2023-11-25,South Ukraine,Kherson oblast,Kherson raion,Krynky,,,
21899,Tanks,T-80BV,Destroyed,2023-11-29,,,,,,,"-941,-944"
21900,Self-propelled artillery,152mm 2S5 'Giatsint-S',Destroyed,2023-11-29,East Ukraine,Donetsk oblast,Bakhmut raion,,,,
21901,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-29,,,,,,,
21903,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,2023-11-29,East Ukraine,Donetsk oblast,Donetsk raion,Yasynuvata,48.146615,37.892848,-957
21904,"Command posts, communication",1V13(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),Destroyed,2023-08-30,East Ukraine,Luhansk oblast,Sievierodonetsk raion,,,,-951
21905,Tanks,T-72B3 Obr. 2016,Destroyed,2023-11-29,East Ukraine,,,,,,"-941,-937,-948"
21906,Anti-aircraft systems,Launcher for 'Buk',Destroyed,2023-11-30,South Ukraine,Kherson oblast,Skadovsk raion,Novoselivka,46.16442,32.61074,
21907,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-11-30,East Ukraine,Luhansk oblast,,,,,-957
21908,Tanks,T-72 'Ural',Destroyed,2023-12-01,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.086567,37.668925,
21909,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2023-12-01,East Ukraine,Zaporizhzhia oblast,Polohy raion,Robotyne,47.431223,35.8419,"-941,-937,-931"
21910,Tanks,T-72B3 Obr. 2016,Damaged,2023-10-12,East Ukraine,Luhansk oblast,Svatove raion,,,,
21915,"Command posts, communication",R-149MA1 command and staff vehicle,Destroyed,2023-11-30,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.94468,37.53863,
21916,Tanks,T-64BV,Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Bakhmut raion,Klishchiivka,48.52488,37.9883,
21917,Infantry fighting vehicles,BMP-3,Damaged,2023-11-30,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Chervonopopivka,49.070662845198285,38.07103872299195,
21921,"Command posts, communication",MP-1IM signals vehicle,Destroyed,2023-09-23,East Ukraine,Kharkiv oblast,,,,,
21922,Infantry fighting vehicles,BMP-3,Destroyed,2023-03-23,,,,,,,"-941,-944"
21926,Engineering,MTO-AT maintenance vehicle,Destroyed,2022-03-24,South Ukraine,Mykolaiv oblast,Bashtanka raion,Pisky,47.34384,32.2633,"-937,-950"
21927,Transport,KamAZ 4x4,Destroyed,2022-11-30,South Ukraine,Kherson oblast,,,,,
21928,Tanks,T-62MV,Destroyed,2023-11-29,East Ukraine,Donetsk oblast,,,,,-941
21929,Tanks,T-62MV,Destroyed,2023-06-28,South Ukraine,Kherson oblast,,,,,-941
21930,Tanks,T-72B3 Obr. 2016,Destroyed,2023-08-31,East Ukraine,Luhansk oblast,,,,,
21931,Transport,KamAZ 6x6,Destroyed,2023-12-02,East Ukraine,Donetsk oblast,,,,,
21932,Drones,'Orlan-20 Kartograf' reconnaissance UAV,Destroyed,2023-08-22,,,,,,,
21935,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2023-12-01,East Ukraine,Luhansk oblast,Svatove raion,Sofiivka,49.64929,38.03617,
21936,Transport,Ural-4320,Damaged,2022-09-30,East Ukraine,Donetsk oblast,Kramatorsk raion,Lyman,,,-937
21937,Transport,KamAZ 6x6,Destroyed,2023-11-28,East Ukraine,Zaporizhzhia oblast,,,,,-950
21940,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2023-10-27,East Ukraine,Luhansk oblast,Svatove raion,Sofiivka,,,-944
21941,Towed artillery,122mm 2A18 D-30 howitzer,Damaged,2023-12-01,East Ukraine,Donetsk oblast,Pokrovsk raion,Vasylivka ,48.1664,37.83235,
21943,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-05-24,,,,,,,-941
21944,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-05-24,,,,,,,
21950,Infantry mobility vehicles,AMN-590951 'VPK-Ural',Damaged,2023-11-28,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Kuzmyne,49.033072,38.135606,
21951,Engineering,BREM-1 armoured recovery vehicle,Damaged,2023-11-28,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Kuzmyne,49.033151,38.135503,
21953,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Damaged,2023-11-29,East Ukraine,Donetsk oblast,Pokrovsk raion,,,,
21955,Infantry fighting vehicles,MT-LB,Destroyed,2023-12-02,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Zolotarivka,48.883639,38.267139,
21956,Transport,Ural-4320,Destroyed,2023-12-02,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Zolotarivka,48.883521,38.267185,
21959,Infantry fighting vehicles,BTR-80 or 82,Destroyed,2023-09-23,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,47.4195,35.81555,
21960,Infantry fighting vehicles,BTR-D,Damaged,2023-09-26,East Ukraine,Zaporizhzhia oblast,Polohy raion,Ilchenkove,47.395485,35.796713,
21962,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,2022-11-15,East Ukraine,Donetsk oblast,,,,,
21965,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2023-12-02,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Chervonopopivka,49.064444,38.098083,"-957,-958"
21966,Infantry fighting vehicles,BMP-1(P),Destroyed,2023-12-02,East Ukraine,Donetsk oblast,Bakhmut raion,Klishchiivka,48.52510186,37.98024591,-941
21969,Infantry fighting vehicles,BMD-2,Destroyed,2022-04-30,South Ukraine,Mykolaiv oblast,Bashtanka raion,Kostiantynivka,47.36003,32.26655,-937
21970,Infantry fighting vehicles,BMP-1(P),Abandoned,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.1905969,37.7008925,"-938,-956"
21971,Infantry fighting vehicles,BMP-1(P),Abandoned,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.1903674,37.7026069,"-937,-947,-956"
21972,Infantry fighting vehicles,MT-LB,Destroyed,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Krasnohorivka ,48.2030583,37.7074944,"-941,-944,-954"
21973,Tanks,Unknown tank,Destroyed,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Krasnohorivka ,48.2038461,37.7084152,-941
21975,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Krasnohorivka ,,,
21976,Tanks,T-72B3 Obr. 2016,Abandoned,2023-11-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.10783072970082,37.62968978399713,"-947,-957,-956,-951"
21977,Tanks,T-80BV,Abandoned,2023-11-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.1076693,37.695274,"-948,-957,-951"
21979,Infantry fighting vehicles,MT-LB,Abandoned,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.20265963,37.69002433,"-957,-956"
21980,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.20113184342646,37.69035595892437,"-941,-947,-935"
21981,Infantry fighting vehicles,BTR-82A(M),Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.20360194878872,37.700822998229526,
21982,Infantry fighting vehicles,BTR-80 or 82,Destroyed,2023-11-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.20358374441498,37.70045162717813,
21984,Infantry fighting vehicles,BTR-82AT,Destroyed,2023-12-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.1991268125168,37.692402906132685,"-941,-944,-958"
21985,Infantry fighting vehicles,BTR-82AT,Destroyed,2023-12-23,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.1991359,37.6922376,
21986,Tanks,T-80BVM,Destroyed,2024-05-08,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.19905534412209,37.69231444378661,"-941,-957"
21987,Tanks,T-72B Obr. 2022,Abandoned,2023-12-04,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,,,"-957,-956"
21989,Infantry fighting vehicles,MT-LB,Destroyed,2023-11-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Vodiane,48.1055553,37.6321341,
21991,Tanks,T-72 *,Abandoned,2023-10-22,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.2069285,37.6938543,-957
21993,Infantry fighting vehicles,BTR-80,Destroyed,2023-10-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.2052196,37.7008689,
21998,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-12-02,East Ukraine,Kharkiv oblast,Kupiansk raion,Orlianka,,,
21999,Tanks,T-80BV,Abandoned,2023-11-30,East Ukraine,Kharkiv oblast,Kupiansk raion,Vilshana,49.757944,37.80525,"-957,-956"
22000,Tanks,Unknown tank,Destroyed,2023-11-30,East Ukraine,Kharkiv oblast,Kupiansk raion,Vilshana,49.752079,37.810334,-957
22006,Transport,KamAZ 6x6,Destroyed,2022-11-15,South Ukraine,Kherson oblast,Beryslav raion,Bruskynske,,,
22007,Transport,KamAZ 6x6,Destroyed,2022-11-15,South Ukraine,Kherson oblast,Beryslav raion,Bruskynske,,,
22013,Infantry fighting vehicles,MT-LB,Destroyed,2023-12-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.196722,37.690389,
22014,Infantry fighting vehicles,MT-LB,Destroyed,2023-12-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.196722,37.690389,
22016,Tanks,T-72B3 Obr. 2016,Destroyed,2023-12-05,East Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut,48.591361,38.041306,"-941,-944,-957"
